,Date,Year,Month,Day,lookup,Day of Week,Category,Aircraft Type,# of Aircraft,Location,Tail Numbers,Night,Notes,Source,Map
238,4/7/2021,2021,4,7,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Circled around back to Southeast corner,https://www.mnd.gov.tw/Publish.aspx?p=78432&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
239,4/7/2021,2021,4,7,4,Wednesday,AEW&C,KJ-500,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78432&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
240,4/8/2021,2021,4,8,5,Thursday,ASW,Y-8 ASW,2,Southwest ADIZ,,,one from south,https://www.mnd.gov.tw/Publish.aspx?p=78444&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
241,4/9/2021,2021,4,9,6,Friday,Fighter,J-10,4,Southwest ADIZ,,,https://www.state.gov/new-guidelines-for-u-s-government-interactions-with-taiwan-counterparts/ ,https://www.mnd.gov.tw/Publish.aspx?p=78450&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
242,4/9/2021,2021,4,9,6,Friday,Fighter,J-16,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78450&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
243,4/9/2021,2021,4,9,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78450&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
244,4/9/2021,2021,4,9,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Came from East,https://www.mnd.gov.tw/Publish.aspx?p=78450&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
245,4/9/2021,2021,4,9,6,Friday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78450&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
246,4/10/2021,2021,4,10,7,Saturday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78453&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
247,4/10/2021,2021,4,10,7,Saturday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78453&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
248,4/10/2021,2021,4,10,7,Saturday,AEW&C,KJ-500,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78453&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
249,4/11/2021,2021,4,11,1,Sunday,EW,Y-8 EW,1,Southwest ADIZ,,,"Sec State Blinken: “All I can tell you is we have a serious commitment to Taiwan being able to defend itself. We have a serious commitment to peace and security in the Western Pacific. We stand behind those commitments. And in that context, it would be a serious mistake for anyone to try to change that status quo by force.” https://www.reuters.com/article/us-usa-taiwan-idINKBN2BY0GO ",https://www.mnd.gov.tw/Publish.aspx?p=78455&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
250,4/12/2021,2021,4,12,2,Monday,ASW,Y-8 ASW,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78460&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
251,4/12/2021,2021,4,12,2,Monday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78460&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
252,4/12/2021,2021,4,12,2,Monday,Fighter,J-10,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78460&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
253,4/12/2021,2021,4,12,2,Monday,Fighter,J-16,14,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78460&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
254,4/12/2021,2021,4,12,2,Monday,Bomber,H-6K,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78460&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
255,4/13/2021,2021,4,13,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78465&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
256,4/13/2021,2021,4,13,3,Tuesday,Fighter,J-16,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78465&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
257,4/15/2021,2021,4,15,5,Thursday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78487&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
258,4/16/2021,2021,4,16,6,Friday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78495&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
259,4/17/2021,2021,4,17,7,Saturday,Fighter,J-16,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78497&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
260,4/18/2021,2021,4,18,1,Sunday,ASW,Y-8 ASW,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78500&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
261,4/18/2021,2021,4,18,1,Sunday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78500&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
262,4/19/2021,2021,4,19,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78520&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
263,4/20/2021,2021,4,20,3,Tuesday,Fighter,J-16,5,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78532&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
264,4/20/2021,2021,4,20,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78532&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
265,4/20/2021,2021,4,20,3,Tuesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78532&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
266,4/20/2021,2021,4,20,3,Tuesday,ASW,Y-8 ASW,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78532&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
267,4/21/2021,2021,4,21,4,Wednesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78533&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
268,4/21/2021,2021,4,21,4,Wednesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78533&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
269,4/24/2021,2021,4,24,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78548&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
270,4/25/2021,2021,4,25,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78550&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
271,4/26/2021,2021,4,26,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78569&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
272,4/26/2021,2021,4,26,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78569&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
273,4/30/2021,2021,4,30,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Circled around back to Southeast corner,https://www.mnd.gov.tw/Publish.aspx?p=78581&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
274,4/30/2021,2021,4,30,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78581&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
275,4/30/2021,2021,4,30,6,Friday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78581&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
276,4/30/2021,2021,4,30,6,Friday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78581&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
277,5/2/2021,2021,5,2,1,Sunday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78584&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
278,5/2/2021,2021,5,2,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78584&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
279,5/4/2021,2021,5,4,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78593&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
280,5/6/2021,2021,5,6,5,Thursday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78600&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
281,5/7/2021,2021,5,7,6,Friday,ASW,Y-8 ASW,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78603&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
282,5/8/2021,2021,5,8,7,Saturday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78605&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
283,5/8/2021,2021,5,8,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78605&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
284,5/11/2021,2021,5,11,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78612&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
285,5/12/2021,2021,5,12,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78617&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
286,5/14/2021,2021,5,14,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78627&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
287,5/14/2021,2021,5,14,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78627&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
288,5/15/2021,2021,5,15,7,Saturday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,"Taiwanese civilian pilot to PLAAF pilot, ""叫你滾啦!""  https://twitter.com/johnsfeng/status/1393520883591893000 ",https://www.mnd.gov.tw/Publish.aspx?p=78630&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
289,5/17/2021,2021,5,17,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78636&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
290,5/19/2021,2021,5,19,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78647&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
291,5/20/2021,2021,5,20,5,Thursday,Attack,JH-7,2,Southwest ADIZ,,,Southern tip of the median line,https://www.mnd.gov.tw/Publish.aspx?p=78651&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
292,5/20/2021,2021,5,20,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78651&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
293,5/20/2021,2021,5,20,5,Thursday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Circled around back to Southeast corner,https://www.mnd.gov.tw/Publish.aspx?p=78651&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
294,5/21/2021,2021,5,21,6,Friday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78658&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
295,5/21/2021,2021,5,21,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78658&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
296,5/21/2021,2021,5,21,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Circled around back to Southeast corner,https://www.mnd.gov.tw/Publish.aspx?p=78658&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
297,5/22/2021,2021,5,22,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78662&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
298,5/23/2021,2021,5,23,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78664&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
299,5/23/2021,2021,5,23,1,Sunday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78664&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
300,5/24/2021,2021,5,24,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78667&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
301,5/26/2021,2021,5,26,4,Wednesday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78674&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
302,5/28/2021,2021,5,28,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78693&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
303,6/3/2021,2021,6,3,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78702&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
304,6/4/2021,2021,6,4,6,Friday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78709&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
305,6/14/2021,2021,6,14,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78721&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
306,6/15/2021,2021,6,15,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Circled around back to Southeast corner,https://www.mnd.gov.tw/Publish.aspx?p=78724&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
307,6/15/2021,2021,6,15,3,Tuesday,Bomber,H-6,4,Southwest ADIZ,,,"Two groups, circled around back to Southeast corner",https://www.mnd.gov.tw/Publish.aspx?p=78724&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
308,6/15/2021,2021,6,15,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,circled around back to Southeast corner,https://www.mnd.gov.tw/Publish.aspx?p=78724&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
309,6/15/2021,2021,6,15,3,Tuesday,AEW&C,KJ-500,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78724&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
310,6/15/2021,2021,6,15,3,Tuesday,Fighter,J-16,14,Southwest ADIZ,,,"Two groups, four sorties circled around back to Southeast corner",https://www.mnd.gov.tw/Publish.aspx?p=78724&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
311,6/15/2021,2021,6,15,3,Tuesday,Fighter,J-11,6,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78724&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
312,6/16/2021,2021,6,16,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78731&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
313,6/17/2021,2021,6,17,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78733&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
314,6/17/2021,2021,6,17,5,Thursday,Fighter,J-16,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78733&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
315,6/17/2021,2021,6,17,5,Thursday,Fighter,J-7,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78733&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
316,6/18/2021,2021,6,18,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78737&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
